ID	logFC	P.Value
257134_at	0.090400742	0.651999269
257135_at	0.0479357	0.943208814
257136_at	1.299742068	0.194652293
257137_at	-0.301302218	0.128135741
257138_at	0.719443388	0.658609675
257139_at	-1.402740174	0.208347527
257140_at	0.317623076	0.144722453
257141_at	-0.254309136	0.071394909
257142_at	-0.636397958	0.232454386
257143_at	-0.722348353	0.158641185
257144_at	-0.460906924	0.029824317
257145_at	-0.498295414	0.145332952
257146_at	-0.530275602	0.0040759
257147_at	0.207580797	0.469282775
257148_at	-0.776562594	0.005305173
257149_at	-0.443030309	0.109302989
257150_at	0.403100115	0.154418238
257151_at	-0.171518075	0.564265041
257152_at	0.085118361	0.81016566
257153_at	-0.084448628	0.556543073
257154_at	0.103090677	0.575351435
257155_at	-0.463403289	0.317248099
257156_at	0.176502283	0.837232478
257157_at	0.095411996	0.435505803
257158_at	-0.671561972	0.051450566
257159_at	-1.734538543	0.054599024
257160_at	-0.659625055	0.556843406
257161_at	-4.12079224	0.00057146
257162_s_at	-0.724542968	0.192963855
257163_at	-0.704588102	0.113772846
257164_at	-0.028128608	0.947905188
257165_at	-0.095365443	0.892612969
257166_at	2.320550501	0.035068394
257167_at	-0.69853685	0.100355909
257168_at	1.251737115	0.088783292
257169_at	0.34127927	0.063101486
257170_at	0.568186324	0.604923508
257171_at	2.12518756	0.006076935
257172_at	0.957024714	0.075858145
257173_at	-0.45470519	0.13096355
257174_at	-0.17516729	0.354515065
257175_s_at	-1.726653094	0.009466253
257176_s_at	-0.551709164	0.034582212
257177_at	0.25346019	0.297679812
257178_at	0.023523915	0.917492173
257179_at	-0.227212189	0.536257285
257180_at	0.31494827	0.534537792
257181_at	-0.321592869	0.06768055
257182_s_at	0.477711285	0.484275746
257183_at	-0.376614872	0.824322245
257184_at	-0.400740854	0.064657784
257185_at	0.189090658	0.62621212
257186_at	0.407427664	0.548104906
257187_at	0.873872034	0.643231086
257188_at	-0.282504147	0.152281267
257189_at	-0.6868451	0.017751796
257190_at	1.098980937	0.065100321
257191_at	-0.601429947	0.236232354
257192_at	-0.175181524	0.161765743
257193_at	-0.496876372	0.020573872
257194_at	0.12724825	0.49909941
257195_at	0.633841286	0.591849268
257196_at	0.055845663	0.857898334
257197_at	-0.027979252	0.931497545
257198_at	-0.623054744	0.001553585
257199_at	0.229675261	0.081817853
257200_at	-1.130263997	0.479108028
257201_at	-1.612501604	0.16864063
257202_at	0.216163702	0.307022515
257203_at	1.028756854	0.033323166
257204_at	-0.207029505	0.248840569
257205_at	1.291000048	0.165004599
257206_at	0.772495501	0.246223885
257207_at	0.252637229	0.458562046
257208_at	-0.32399052	0.069939202
257209_at	-0.552316622	0.083246771
257210_at	-1.970479067	0.154251933
257211_at	-0.383284663	0.02984245
257212_at	-0.398487631	0.011770638
257213_at	-0.805070131	0.009091339
257214_at	-0.270838709	0.276206509
257215_at	-0.286504351	0.218036237
257216_at	-0.207767336	0.100967463
257217_at	-0.812602357	0.004511398
257218_at	-0.463138214	0.026113399
257219_at	0.633483656	0.121153034
257220_at	-2.037641505	0.172514107
257221_at	0.746529892	0.610549565
257222_at	0.330348117	0.349974145
257223_at	-0.473911824	0.682497999
257224_at	-0.0712609	0.598510255
257225_s_at	1.129831999	0.069198367
257226_at	-0.225232713	0.02965588
257227_at	0.281061609	0.03198417
257228_at	-0.337201365	0.011833688
257229_at	-0.336022142	0.200900577
257230_at	-2.733418013	0.053254058
257231_at	-0.409023407	0.73657736
257232_at	0.12645859	0.588718475
257233_at	-1.250957074	0.089394184
257234_at	0.819648731	0.451584371
257235_at	0.362344067	0.024772169
257236_at	-0.461038082	0.030480558
257237_at	-0.579118451	0.08550741
257238_at	-0.271463025	0.229842072
257239_at	-0.381053244	0.090367133
257240_at	0.408837374	0.096195044
257241_at	-1.165572735	0.194476494
257242_at	-0.587420267	0.30399822
257243_at	-0.082646321	0.922646529
257244_at	-0.616530709	0.018356037
257245_at	-0.470156492	0.335012745
257246_at	-1.620001674	0.118277325
257247_at	1.121205575	0.050542107
257248_at	-0.152297987	0.334056633
257249_at	-0.531053668	0.051968946
257250_at	-0.066578152	0.546781755
257251_at	-0.104397647	0.5910177
257252_at	-0.00456199	0.965893072
257253_at	0.111903354	0.65416087
257254_at	-0.210025044	0.597409784
257255_at	-1.919617402	0.057156751
257256_at	0.242289187	0.700352341
257257_at	-0.680173538	0.276597711
257258_at	0.325147037	0.858661945
257259_at	-0.617171059	0.247021484
257260_at	0.751753583	0.005490329
257261_s_at	-0.577918273	0.078571604
257262_at	0.148707582	0.742273447
257263_at	-0.011387519	0.895670693
257264_at	0.724976396	0.370340196
257265_at	-0.79904155	0.041249911
257266_at	0.015927327	0.928360777
257267_at	-0.121086726	0.775167036
257268_at	-0.393605007	0.02745545
257269_at	-0.052115095	0.754354903
257270_at	-0.185989238	0.125252125
257271_at	0.019992293	0.913737438
257272_at	-0.689022278	0.100310109
257273_at	-0.077624464	0.70517931
257274_at	-0.536047081	0.122723106
257275_at	3.092774587	0.050608404
257276_at	0.49809038	0.685215204
257277_at	-0.115424203	0.69398611
257278_at	0.848269441	0.507926844
257279_at	-0.025925704	0.881442165
257280_at	-0.913618158	0.086456581
257281_s_at	-0.264544991	0.879345598
257282_at	0.939660407	0.626596567
257283_at	-0.118638929	0.937162207
257284_at	0.25304369	0.883178351
257285_at	-0.494295877	0.074559847
257286_s_at	0.698729428	0.591465873
257287_at	0.838252314	0.579068198
257288_at	-0.653179383	0.359610576
257289_at	-0.283918456	0.741446928
257290_at	-0.574448609	0.180161614
257291_at	-0.345321667	0.024103468
257292_s_at	0.891661011	0.50344039
257293_at	0.140309381	0.223527031
257294_at	2.725751628	0.061683281
257295_at	-0.546826838	0.032854859
257296_at	0.436693206	0.280846024
257297_at	0.961297126	0.066761516
257298_at	0.140508352	0.921660799
257299_at	0.134349066	0.434008571
257300_at	1.181146589	0.10458113
257301_at	-1.296328968	0.375594759
257302_at	0.090847818	0.937682349
257303_at	-0.577678863	0.658045333
257304_at	1.008398602	0.37681296
257305_at	-0.252668022	0.866525856
257306_at	-1.18031463	0.447121234
257307_at	0.76068493	0.440568298
257308_at	0.479865068	0.60507739
257309_at	-0.782301355	0.463606202
257310_at	-0.278833031	0.109997151
257311_at	1.249234361	0.015573251
257312_at	-0.23561574	0.525559858
257313_at	-0.108678948	0.298023131
257314_at	-1.336806545	0.016148707
257315_at	-0.286357386	0.018410145
257316_at	-0.881176349	0.581857984
257317_at	-0.23680958	0.726973161
257318_at	-0.728581603	0.191949175
257319_at	-0.481038709	0.276843522
257320_at	-0.845116533	0.507815536
257321_at	-0.571086023	0.190466495
257322_at	-0.078929633	0.809856947
257323_at	-0.972664748	0.222438635
257324_at	0.374058229	0.631422267
257325_at	0.29204991	0.535122402
257326_s_at	-0.011160353	0.994094267
257327_at	-1.140151088	0.010181734
257328_s_at	0.204989384	0.809775919
257329_at	-1.252112767	0.366774018
257330_at	-1.251176494	0.261210727
257331_at	-0.764607745	0.241002989
257332_at	-0.099520846	0.436134951
257333_at	0.19179041	0.433899783
257334_at	-0.281777909	0.445779717
257335_at	-1.165937646	0.176509007
257336_at	-0.488812402	0.20447559
257337_at	-0.320610492	0.652575434
257338_s_at	-0.171665919	0.547315949
257339_s_at	-0.003087786	0.986692579
257340_at	-0.208631881	0.60634145
257341_at	1.096570288	0.627928501
257342_at	-0.130536107	0.556395667
257343_s_at	-0.943981574	0.537230157
257344_s_at	-0.674671093	0.5368309
257345_s_at	-2.122373487	0.046852242
257346_at	0.077952878	0.959424826
257347_at	-3.705583178	6.92E-05
257348_at	-0.434552095	0.241823169
257349_at	-1.377219805	0.243246023
257350_x_at	0.624374178	0.558751807
257351_at	0.269369136	0.163496973
257352_at	0.029526891	0.815141487
257353_at	-1.684765374	0.015203566
257354_x_at	-1.227118666	0.367409045
257355_at	0.042133182	0.90243088
257356_s_at	0.126192979	0.665136546
257357_at	-0.774833464	0.012336469
257358_at	-0.135073351	0.785299372
257359_x_at	-1.775251674	0.104057793
257360_at	0.554430196	0.371179668
257361_at	-1.638994714	0.158323592
257362_at	-0.449128251	0.493095508
257363_at	1.306216391	0.144570956
257364_at	0.04254876	0.977150235
257365_x_at	0.958508578	0.431650584
257366_s_at	-1.701881803	0.126970299
257367_at	0.626254712	0.240920338
257368_at	-1.69607803	0.157343059
257369_at	0.016272168	0.97006754
257370_at	0.204676637	0.833291069
257371_at	-0.972608667	0.148579857
257372_at	0.092246799	0.951985848
257373_at	1.029418264	0.041101065
257374_at	-0.016392454	0.926432025
257375_at	-0.115733091	0.486811683
257376_at	-3.420732351	0.026990676
257377_at	-0.310743252	0.021425293
257378_s_at	-1.075392721	0.453666833
257379_x_at	-3.469381472	0.101629112
257380_at	0.971844875	0.334200839
257381_at	-0.823012666	0.008939151
257382_at	-1.008089608	0.053651342
257383_at	0.23202467	0.751065245
257384_at	-0.798808938	0.520680399
257385_at	-2.95764144	0.031078115
257386_at	-0.88184784	0.065605697
257387_s_at	-1.301418414	0.254582778
257388_at	-1.848113446	0.246964038
257389_at	-0.203979701	0.20764203
257390_x_at	-0.438580742	0.550663003
257391_at	0.047136821	0.979991631
257392_at	-0.589632709	0.244427075
257393_at	-0.450924695	0.436961304
257394_at	-0.137812999	0.832088422
257395_at	-0.414967493	0.201601152
257396_at	0.78036162	0.051370781
257397_at	-0.511869765	0.700565734
257398_at	-0.131177078	0.599247228
257399_at	-0.223703072	0.65404185
257400_s_at	2.350733152	0.103407526
257401_at	0.210123842	0.513040184
257402_at	-2.243592341	0.280566778
257403_at	0.496499946	0.458369989
257404_at	0.077209575	0.815417832
257405_at	-0.42715374	0.189139999
257406_at	-0.070423592	0.797426429
257407_at	0.950778795	0.002730472
257408_at	-1.531962575	0.131243341
257409_at	0.715385214	0.566474227
257410_at	0.038001339	0.82048322
257411_s_at	-0.116001014	0.962673661
257412_at	-0.021156605	0.943622571
257413_at	-0.293555735	0.094468058
257414_at	-1.190453779	0.463088305
257415_at	-1.234970144	0.318082888
257416_at	-0.563017033	0.533325725
257417_at	-0.242221611	0.834826022
257418_at	-0.157075168	0.764331784
257419_at	1.02916253	0.316164138
257420_at	0.219646628	0.467280634
257421_at	1.082800087	0.2881122
257422_at	-0.813073404	0.026835454
257423_at	-0.38053966	0.123365176
257424_at	-0.362174225	0.085010586
257425_at	-1.788676488	0.154380247
257426_at	-0.020905853	0.902944517
257427_at	0.270598074	0.545786099
257428_at	-0.239246918	0.539446036
257429_at	-1.115773998	0.334264745
257430_at	0.559834477	0.418975687
257431_at	0.055363204	0.628204727
257432_at	-0.19649551	0.578629466
257433_at	0.527555412	0.649738935
257434_at	-1.293749692	0.252473258
257435_at	-0.163132088	0.238404419
257436_s_at	-1.168473294	0.615214037
257437_s_at	0.909044382	0.497233344
257438_at	-2.231150656	0.080947677
257439_at	0.396541738	0.83003904
257440_at	-2.89771056	0.026343893
257441_at	1.147479703	0.277579407
257442_at	0.800454229	0.563234576
257443_at	0.330050474	0.59899109
257444_at	-0.495225929	0.007484061
257445_x_at	-0.816793917	0.59247894
257446_at	2.050876817	0.30702796
257447_at	0.246215157	0.197228399
257448_s_at	-0.68962764	0.240900232
257449_at	-0.251332971	0.442049171
257450_at	-0.252030296	0.357507657
257451_at	0.386442761	0.515743423
257452_at	-0.215550066	0.84698949
257453_at	0.453915174	0.624653707
257454_at	-0.123077878	0.898106689
257455_s_at	1.467618837	0.411343692
257456_at	-1.572310715	0.138138679
257457_at	-0.600485684	0.484767841
257458_at	-4.016503242	0.000173485
257459_at	0.733358149	0.007754749
257460_at	-0.633029164	0.235449044
257461_at	0.606038303	0.402010815
257462_at	-1.237469307	0.46616829
257463_at	0.169531146	0.42034954
257464_at	-0.059777472	0.928671191
257465_at	-3.336171082	0.014162092
257466_at	0.126350349	0.389562982
257467_at	0.495303063	0.482043479
257468_at	0.900725681	0.652080315
257469_at	0.459018256	0.709940772
257470_at	-0.209746191	0.211122614
257471_at	-1.24471431	0.074193223
257472_at	1.734927219	0.332898007
257473_at	0.155242397	0.796187997
257474_at	-0.261851329	0.129548543
257475_at	-1.139736532	0.329325317
257476_at	-0.090630773	0.765126727
257477_at	0.421528773	0.015161573
257478_at	0.322513166	0.506433532
257479_at	-0.193642486	0.649433027
257480_at	0.128102064	0.419616354
257481_at	-0.632719423	0.036914442
257482_x_at	0.827467501	0.522145261
257483_at	0.214907664	0.451312901
257484_at	-0.595454481	0.060385618
257485_at	-0.475911805	0.101641816
257486_at	0.151681965	0.887339958
257487_at	-0.666969799	0.045135301
257488_s_at	-0.691250042	0.119343194
257489_at	1.243240062	0.00634839
257490_x_at	-0.197654809	0.53507637
257491_at	-1.985635563	0.170000631
257492_at	-0.32893425	0.781869594
257493_at	0.521027439	0.28211446
257494_at	-0.110637488	0.760400365
257495_at	-0.58288617	0.045207776
257496_s_at	-0.802178336	0.150712312
257497_at	-0.447885121	0.012001697
257498_at	0.046652256	0.973147748
257499_at	0.218620582	0.486840799
257500_s_at	-0.805655987	0.01176652
257501_at	0.130083478	0.82052748
257502_at	0.106982501	0.72080294
257503_at	-0.274379619	0.490548237
257504_at	-0.149789037	0.495332705
257505_at	-0.133091427	0.919844991
257506_at	0.626907418	0.579270455
257507_at	-0.169862044	0.912543468
257508_at	-2.58949593	0.20280685
257509_at	-1.519152447	0.217131011
257510_at	-0.217194906	0.089224982
257511_at	-0.577587006	0.060893193
257512_at	-0.216702307	0.751092672
257513_s_at	0.174265536	0.499921818
257514_at	-1.112009116	0.259607264
257515_at	-0.057888169	0.959720826
257516_at	0.101962641	0.548408035
257517_at	-0.399569439	0.138198568
257518_at	0.315785692	0.416535334
257519_at	0.653132322	0.184165113
257520_at	-1.811985872	0.25657056
257521_at	-0.544611048	0.11562508
257522_at	0.376825073	0.168566707
257523_at	-0.878068422	0.156877939
257524_at	-0.130754511	0.470560108
257525_at	0.687539031	0.675147357
257526_s_at	-0.815437884	0.137020301
257527_at	-1.025693639	0.362723087
257528_at	-0.614682046	0.723938048
257529_at	-1.431885056	0.041135392
257530_at	0.313058394	0.050811889
257531_at	-0.174328129	0.555896374
257532_at	-0.075187061	0.656757563
257533_at	0.244380527	0.632242347
257534_at	-0.224458938	0.133091104
257535_at	-0.297012317	0.170746605
257536_at	0.354705293	0.054051915
257537_at	1.49051239	0.105437885
257538_at	0.380920453	0.764975573
257539_at	-1.171541172	0.069331421
257540_at	0.0377109	0.951930167
257541_at	-0.695265191	0.063585403
257542_at	-0.836720662	0.245307751
257543_at	-0.480821021	0.623101644
257544_at	-0.202932643	0.714428623
257545_at	0.162501915	0.469595035
257546_s_at	-1.18452381	0.153406339
257547_at	-0.246774367	0.41014721
257548_s_at	-0.251096447	0.851504588
257549_at	-1.101144245	0.369162926
257550_at	0.151222766	0.804016447
257551_at	2.029227697	0.095878519
257552_at	-0.902221732	0.284413564
257553_at	-0.189883546	0.143938367
257554_at	-0.2216033	0.37771163
257555_at	-0.058935416	0.895076822
257556_at	0.54716316	0.214971906
257557_at	0.225736081	0.873891818
257558_s_at	-0.189471585	0.892277619
257559_at	0.850147326	0.050928249
257560_at	-0.612724409	0.004732667
257561_at	-0.763060731	0.65324939
257562_at	-0.471390485	0.541323119
257563_at	-0.144567116	0.841191545
257564_at	-0.62618165	0.348881827
257565_at	0.555770491	0.667484595
257566_x_at	-0.888426817	0.626564496
257567_at	-0.697323245	0.556664337
257568_s_at	-0.529780065	0.094161517
257569_at	-0.916272166	0.22758388
257570_at	-1.057012267	0.540978955
257571_at	-0.489060735	0.213504917
257572_at	-1.040901355	0.210291715
257573_at	-0.498262253	0.100319504
257574_at	-0.727616998	0.023868161
257575_at	-0.516373264	0.797749508
257576_at	-1.182253328	0.437899353
257577_at	-0.262293662	0.853040795
257578_x_at	0.054221105	0.84115692
257579_at	-1.34551295	0.076426459
257580_at	-0.078232364	0.61149695
257581_s_at	1.956431255	0.090588602
257582_at	0.503274533	0.729162898
257583_at	0.68373567	0.049047835
257584_at	-0.836729006	0.466514902
257585_at	1.149666757	0.467622588
257586_at	-0.505179581	0.735240261
257587_at	-0.325354093	0.173873011
257588_x_at	2.097641888	0.222862064
257589_at	-0.567618781	0.181767349
257590_s_at	-0.187520678	0.598151678
257591_at	-0.852674483	0.294229225
257592_at	-1.507830263	0.420616367
257593_at	-0.298128885	0.513111826
257594_at	-0.189166834	0.418195425
257595_at	-1.624382196	0.275464519
257596_at	0.239168074	0.205237634
257597_at	-1.572565486	0.296893905
257598_at	-0.168307596	0.03326467
257599_at	-0.108074911	0.187045086
257600_at	0.247216815	0.053445493
257601_at	-0.27295341	0.249644172
257602_at	-0.054448085	0.650072282
257603_at	-0.98496852	0.517560245
257604_s_at	-3.495367914	0.07776535
257605_at	0.746037121	0.475088421
257606_at	-0.47071236	0.017934446
257607_at	-0.36137544	0.601681134
257608_at	-0.31846141	0.021504499
257609_at	-0.494645865	0.147143683
257610_at	-0.482105269	0.373448302
257611_at	0.699532612	0.015734323
257612_at	-0.226687453	0.145810797
257613_at	-0.262389896	0.269786223
257614_at	-0.102083932	0.824722168
257615_at	0.141227291	0.727498452
257616_at	0.167621482	0.709503151
257617_at	-0.077490461	0.84098961
257618_at	-0.024737293	0.941743329
257619_at	-0.507403038	0.206387705
257620_at	-0.114077604	0.900980243
257621_at	-0.416964525	0.210141004
257622_at	-0.721185246	0.014341409
257623_at	0.132856614	0.702301414
257624_at	1.04092255	0.026003094
257625_at	0.578956911	0.347728297
257626_s_at	-0.86252886	0.434685211
257627_at	0.122516169	0.912776894
257628_at	-0.150391574	0.414805318
257629_at	-1.485838354	0.419743388
257630_at	-1.831046107	0.238942643
257631_at	-0.820810935	0.557820527
257632_at	-0.117939953	0.932977788
257633_at	0.22659038	0.441695731
257634_s_at	0.294204597	0.242151805
257635_at	2.018212675	0.051025895
257636_at	1.814752269	0.206042386
257637_at	-0.270301096	0.64617308
257638_at	-0.690591902	0.203783089
257639_at	0.567829872	0.572770944
257640_at	0.259982905	0.810058432
257641_s_at	1.217061207	0.268177099
257642_at	-0.398142115	0.118380832
257643_at	-0.243668144	0.43571505
257644_at	0.130369042	0.632243328
257645_at	-0.711868607	0.013411629
257646_at	-0.17057217	0.487255854
257647_at	0.616874265	0.235937369
257648_at	-0.322554175	0.010321897
257649_at	-1.444269598	0.25769503
257650_at	0.032495882	0.821062165
257651_at	0.115764165	0.539781584
257652_at	-0.619509415	0.051897054
257653_at	0.027630048	0.926499141
257654_at	0.109766644	0.55742088
257655_at	0.155473205	0.570403216
257656_at	0.648699755	0.639230581
257657_at	-0.087368526	0.32629278
257658_at	-0.229676893	0.061468055
257659_at	0.138558852	0.256214545
257660_at	-0.489523759	0.137751678
257661_at	-0.204294623	0.668586163
257662_at	0.03898887	0.267840504
257663_at	-0.521067386	0.033815145
257664_at	0.338333414	0.200603655
257665_at	-0.221017973	0.204238248
257666_at	1.442320989	0.058378155
257667_at	0.24784534	0.308038038
257668_at	-0.949740885	0.091505973
257669_at	-1.295568343	0.053467181
257670_at	0.012730307	0.917979736
257671_at	0.125605281	0.694793316
257672_at	0.61001879	0.049378036
257673_at	-0.595617228	0.023093193
257674_at	0.100661762	0.233668387
257675_at	0.222731986	0.37318774
257676_at	0.195449126	0.228185083
257677_at	-0.14561842	0.378589475
257678_at	-0.746006542	0.242915725
257679_at	-0.290710034	0.691222558
257680_at	-0.180573625	0.07417459
257681_at	-0.689449827	0.067377965
257682_at	0.96886704	0.562304236
257683_at	-0.415777447	0.552023493
257684_s_at	-0.566943067	0.055035983
257685_at	-0.17849251	0.585580284
257686_at	0.122603774	0.428105462
257687_at	0.376510644	0.018784618
257688_at	-0.922063945	0.528457636
257689_at	0.354991854	0.34019367
257690_at	-0.081852559	0.838362478
257691_at	-0.917653085	0.031152566
257692_at	1.567459936	0.096537568
257693_at	-0.251504546	0.676902175
257694_at	-0.610938228	0.016693086
257695_at	-0.305099346	0.035668198
257696_at	0.181513312	0.644356883
257697_at	0.406649641	0.210842364
257698_at	-0.148387428	0.530137325
257699_at	1.429944294	0.052622245
257700_at	-0.034511317	0.750286589
257701_at	-0.020652644	0.959750718
257702_at	-0.001717493	0.988755294
257703_at	0.002914371	0.982215954
257704_at	0.627370345	0.427585395
257705_at	-0.224784437	0.011984942
257706_at	0.21160489	0.387399171
257707_at	0.059376775	0.365996809
257708_at	-0.366858916	0.097759503
257709_at	-0.302689387	0.278044508
257710_at	-0.368347363	0.030750172
257711_at	-0.284630723	0.101829269
257712_at	-0.207642443	0.040861389
257713_at	0.071299531	0.546204811
257714_at	-0.372257317	0.242258633
257715_at	0.263022404	0.518770743
257716_at	-0.298513945	0.399281521
257717_at	-0.112332774	0.684122459
257718_at	-0.086747836	0.856508273
257719_at	-0.522342688	0.101639994
257720_at	0.135385944	0.83141896
257721_at	0.04984919	0.849190924
257722_at	0.024234648	0.879139382
257723_at	0.212771122	0.66506934
257724_at	-0.783087712	0.00113566
257725_at	-0.164382482	0.322081314
257726_at	0.417103869	0.20936657
257727_at	0.125718769	0.619482681
257728_at	0.321645336	0.225148755
257729_at	-0.32739199	0.190847509
257730_at	-0.234570172	0.119031979
257731_at	-0.22587016	0.245232775
257732_at	-0.361814669	0.009261046
257733_at	0.117456027	0.54733016
257734_at	-0.26323222	0.378942698
257735_at	0.898432267	0.098899509
257736_at	-0.96656435	0.491039854
257737_at	-0.468014757	0.064511107
257738_at	0.957814048	0.161157232
257739_at	-0.519542613	0.079323563
257740_at	-0.27797898	0.05287225
257741_at	-0.060047826	0.755834313
257742_at	1.88665896	0.251641068
257743_at	-0.288024652	0.210705349
257744_at	-0.301216632	0.420215714
257745_at	0.252433086	0.24816511
257746_at	-0.032283717	0.824824638
257747_at	-1.983795559	0.161432436
257748_at	-0.537873537	0.150546779
257749_at	0.162021316	0.137924431
257750_at	-0.109750147	0.837709953
257751_at	0.809133597	0.024873943
257752_at	-2.438831839	0.042649416
257753_at	0.114063564	0.256421487
257754_at	0.030978576	0.753887563
257755_at	-0.318608341	0.047677106
257756_at	-0.306089808	0.172972097
257757_at	-0.590513967	0.038837985
257758_at	-0.348138637	0.023784023
257759_at	0.107452761	0.64309181
257760_s_at	2.222927545	0.096503715
257761_at	-0.723968224	0.049718323
257762_at	0.086576679	0.768367441
257763_s_at	0.648544756	0.70619471
257764_at	0.294243583	0.614401479
257765_at	-0.200001001	0.678152019
257766_at	-0.19969474	0.260241656
257767_at	0.257966149	0.564606316
257768_at	-1.242994656	0.534100261
257769_at	0.684175125	0.078382516
257770_at	-0.528600223	0.077363128
257771_at	0.438264393	0.192528173
257772_at	-0.092926715	0.606562181
257773_at	0.916194915	0.118493592
257774_at	-0.301221506	0.160626862
257775_at	0.939258453	0.543368956
257776_at	-0.297549853	0.823009103
257777_x_at	-1.490229217	0.001146241
257778_at	0.89348926	0.524973227
257779_at	-1.033720881	0.357691874
257780_at	0.046120063	0.718200239
257781_at	-1.502013978	0.190628259
257782_at	-0.544720764	0.515412467
257783_at	-0.219333196	0.099148697
257784_at	0.164494595	0.426131196
257785_at	0.490295399	0.040903139
257786_at	-0.479395346	0.159090075
257787_at	-0.00214189	0.994577629
257788_at	0.021768988	0.929052514
257789_at	-0.095463776	0.678997215
257790_at	0.172527487	0.027188592
257791_at	0.420271523	0.275331349
257792_at	-0.346226401	0.068960838
257793_at	0.34654695	0.355259957
257794_at	0.927506025	0.016728855
257795_at	0.099610858	0.775252227
257796_at	0.061301472	0.928661613
257797_at	-0.56953203	0.001880916
257798_at	-0.437989245	0.028288737
257799_at	-0.479062911	0.172784671
257800_at	0.942659724	0.048399565
257801_at	-0.268155363	0.211256724
257802_at	-0.796052096	0.196938931
257803_at	-0.250711306	0.080940149
257804_at	-0.72314556	0.261967282
257805_at	-0.125133738	0.320953028
257806_at	-0.978355554	0.381834876
257807_at	1.246983052	0.028902479
257808_at	-0.232155174	0.41273451
257809_at	-0.623217065	0.006282823
257810_at	0.413201237	0.016187549
257811_at	-0.059033413	0.924645343
257812_at	-0.827794351	0.607073244
257813_at	-0.017879409	0.949654247
257814_at	-0.563473824	0.121965532
257815_at	-0.753886788	0.447795181
257816_at	-0.164039247	0.396747817
257817_at	-0.144937081	0.430531369
257818_at	-0.155212991	0.274739163
257819_at	-1.280808622	0.513237356
257820_at	-0.287177163	0.308858795
257821_at	0.717848131	0.616108921
257822_at	-0.636890031	0.003700439
257823_at	-0.603946543	0.303345257
257824_at	-0.682279376	0.021486781
257825_at	0.259058211	0.152402568
257826_at	0.087919265	0.074913908
257827_at	0.489239604	0.038784522
257828_at	-0.466200172	0.069473266
257829_at	-0.09205188	0.392743668
257830_at	-0.011274497	0.883054147
257831_at	1.664059886	0.008072629
257832_at	1.519964844	0.074515571
257833_at	0.31788371	0.094230175
257834_at	-0.751045073	0.021261158
257835_at	-1.031631022	0.456770911
257836_at	-0.618034236	0.577513241
257837_at	-1.191756058	0.480109046
257838_at	0.354062509	0.315879768
257839_at	-0.4664108	0.659029205
257840_at	0.588213922	0.034280039
257841_at	-0.767987223	0.449694726
257842_at	0.967099769	0.331805546
257843_at	-1.73897338	0.337456521
257844_at	0.533721157	0.050646285
257845_at	-0.267389837	0.651557043
257846_at	-0.138390618	0.947024772
257847_at	-0.006417075	0.989756336
257848_at	-0.324553926	0.048197232
257849_at	-0.36594034	0.19413656
257850_at	0.918528471	0.065786884
257851_at	-0.191448456	0.510731759
257852_at	-0.357556519	0.100938792
257853_at	-2.257326647	0.257168305
257854_at	-0.385842819	0.198867091
257855_at	-0.190112491	0.468411356
257856_at	0.578068838	0.054617238
257857_s_at	-0.222612959	0.185947884
257858_at	-0.287982601	0.040216409
257859_at	-0.040001146	0.804511793
257860_at	0.369220818	0.174070739
257861_at	0.037866143	0.886159108
257862_s_at	-4.059220044	0.004357193
257863_at	-1.163789311	0.039178683
257864_at	-0.294904317	0.158727373
257865_at	-0.280041782	0.132185273
257866_at	-0.097290062	0.505064832
257867_at	-0.485301185	0.007814799
257868_at	0.007049904	0.93381539
257869_at	-0.132283041	0.739170137
257870_at	-0.985502896	0.451114232
257871_at	-1.642573686	0.333344519
257872_at	-1.771328631	0.247356525
257873_at	0.217966212	0.873299928
257874_at	-0.26211945	0.635255562
257875_at	-0.36728783	0.106742967
257876_at	0.225085231	0.649564759
257877_at	-0.184992174	0.847700758
257878_at	-0.157389748	0.882587547
257879_at	-0.154244965	0.134982185
257880_at	-0.346405965	0.397124188
257881_at	0.407974383	0.603578499
257882_at	-1.499379682	0.162608256
257883_at	-0.591776793	0.028280736
257884_at	-0.81150743	0.531253871
257885_at	-0.706680784	0.224389092
257886_at	-0.789002834	0.174207476
257887_at	-0.124342779	0.281611682
257888_at	-0.086622643	0.647226572
257889_at	-0.071308836	0.892321494
257890_s_at	2.736904746	0.112309179
257891_at	0.292269025	0.051152279
257892_at	-0.094269255	0.572259378
257893_at	-0.219733402	0.178221624
257894_at	-0.098913344	0.564757004
257895_at	-0.091321158	0.515691975
257896_at	-0.555350509	0.06779453
257897_at	-0.083423865	0.452535962
257898_s_at	-0.33802131	0.06117794
257899_at	-0.811882145	0.581677078
257900_at	0.648487985	0.660103843
257901_at	-1.330931598	0.231833489
257902_at	0.238132738	0.485359931
257903_at	0.455282165	0.024975303
257904_at	1.601468503	0.215161278
257905_at	0.214000429	0.707804564
257906_at	-0.100196305	0.217030567
257907_at	0.457358837	0.044555391
257908_at	-0.182771789	0.435049278
257909_at	0.384407609	0.15103867
257910_at	0.633263984	0.020448297
257911_at	0.232943545	0.250825028
257912_at	-0.458796538	0.000273265
257913_at	0.069250382	0.498808947
257914_at	-0.188659	0.223285955
257915_at	-1.269353357	0.513964778
257916_at	-0.23252193	0.411426254
257917_at	1.355431977	0.027657711
257918_at	0.823866928	0.024004493
257919_at	0.562462376	0.06811084
