ID	logFC	P.Value
245689_at	-0.849203352	0.066576527
245690_at	0.05299112	0.90655268
245691_at	-0.603050174	0.023575252
245692_at	-0.57320926	0.5297867
245693_at	-0.072405828	0.677603729
245694_at	0.233755561	0.096406862
245695_at	-0.191971496	0.218751654
245696_at	0.738427234	0.618932167
245697_at	-0.695720077	0.005229009
245698_at	-0.264635846	0.40261655
245699_at	-0.118623567	0.688852793
245700_at	-0.078421727	0.901671022
245701_at	1.693914014	0.068274593
245702_at	-0.075276282	0.838953003
245703_at	0.212125439	0.918061855
245704_at	-0.723424409	0.075323507
245705_at	0.631970372	0.349248007
245706_at	-0.004323919	0.978669325
245707_at	0.578882781	0.512028394
245708_at	0.313819009	0.614667615
245709_at	-1.02176237	0.023990193
245710_at	-0.407073482	0.342401636
245711_at	0.887254255	0.011542259
245712_at	0.481267861	0.436743916
245713_at	0.616746465	0.659223861
245714_at	-0.333867657	0.086015606
245715_s_at	-0.503932957	0.006091015
245716_at	0.002110679	0.992027772
245717_at	-1.010288091	0.028241063
245718_at	-0.222774267	0.268913332
245719_at	0.196309687	0.833510068
245720_at	-0.149926292	0.921316352
245721_s_at	-0.465857528	0.011008465
245722_at	-0.584336229	0.038100098
245723_at	0.388741001	0.185165163
245724_at	-0.103790777	0.712436195
245725_at	-0.605515238	0.115041705
245726_at	0.007998809	0.97779809
245727_at	-0.533062114	0.08047506
245728_at	-0.461299667	0.12840705
245729_at	-0.2593586	0.00951002
245730_at	0.138842388	0.358920972
245731_at	0.018199667	0.889697406
245732_at	-0.06750529	0.585566132
245733_at	0.096076451	0.576811904
245734_at	-0.272607149	0.232350399
245735_at	-0.151602523	0.764469099
245736_at	0.000557082	0.998699551
245737_at	-0.405075664	0.241885995
245738_at	0.376174585	0.456253383
245739_at	-0.507041601	0.015712273
245740_at	0.384878783	0.086149285
245741_at	-0.847382811	0.509660654
245742_at	-0.128800908	0.49673621
245743_at	1.085436469	0.275043906
245744_at	1.350476907	0.147289087
245745_at	1.235915466	0.121925101
245746_at	-0.094777453	0.218005777
245747_at	0.426540317	0.681846681
245748_at	-0.515982489	0.199100186
245749_at	0.23905022	0.295854902
245750_at	-0.560257148	0.040181868
245751_s_at	0.059357034	0.704937928
245752_at	-1.096498154	0.686154966
245753_at	4.466335538	0.020703474
245754_at	-0.032101151	0.987437625
245755_at	0.245547887	0.550809127
245756_at	-0.006223402	0.948567425
245757_at	1.137841693	0.027560528
245758_at	-0.090150555	0.764870452
245759_at	-0.003134562	0.948807498
245760_s_at	-0.305931803	0.586410959
245761_at	-0.324974363	0.338114535
245762_at	-0.507913818	0.308015077
245763_at	-0.125486877	0.598102475
245764_s_at	-0.266413672	0.073463765
245765_at	0.810523513	0.022740663
245766_at	-0.219383015	0.845383151
245767_at	-0.387072625	0.168061115
245768_at	0.477186051	0.09890229
245769_at	-0.054110197	0.83491482
245770_at	-0.549825522	0.054555484
245771_at	-0.72097892	0.075445825
245772_at	-0.659277941	0.008761405
245773_at	-0.158843081	0.468702039
245774_at	1.526447443	0.355268614
245775_at	-0.446211963	0.330390503
245776_at	1.298842268	0.02083815
245777_at	0.664997251	0.050174681
245778_at	1.120183154	0.088136505
245779_at	0.952489824	0.495285893
245780_at	-0.123380306	0.21069828
245781_at	0.004561142	0.97863594
245782_at	0.174122751	0.704253725
245783_s_at	0.988300348	0.037577138
245784_at	0.096736449	0.506345835
245785_at	-0.570803525	0.381445013
245786_at	-0.116278342	0.421956617
245787_at	-0.301053636	0.028191942
245788_at	-0.25738083	0.025229235
245789_at	-0.375709377	0.030448824
245790_at	0.382869046	0.184053132
245791_at	0.15214785	0.402817166
245792_at	-0.978101279	0.000464038
245793_at	0.828710795	0.147079977
245794_at	-0.379137199	0.169657566
245795_at	0.622874306	0.095959718
245796_at	-0.45163784	0.132803933
245797_at	0.722721855	0.120765858
245798_at	-0.505512024	0.296188614
245799_at	-1.267388045	0.202961275
245800_at	-0.316060379	0.264068917
245801_at	-0.659788719	0.577541204
245802_at	-0.466142295	0.782487377
245803_at	-0.168607883	0.39384367
245804_at	-1.174766627	0.150175403
245805_at	1.486374346	0.173252032
245806_at	1.139453362	0.032025878
245807_at	-0.079144132	0.800652288
245808_at	-0.371562307	0.317272061
245809_at	-0.220980238	0.392306499
245810_at	-0.521671874	0.115184761
245811_at	-1.896286362	0.182873402
245812_at	-2.866473857	0.119686813
245813_at	-0.370460765	0.730407807
245814_at	-0.688065301	0.005078972
245815_at	0.077157096	0.741057084
245816_at	-0.238559444	0.548132188
245817_at	-0.06513154	0.607207606
245818_at	-0.582990527	0.007656602
245819_at	-0.615321489	0.648644881
245820_at	0.412029933	0.683222677
245821_at	-0.140289189	0.344869321
245822_at	-0.565600607	0.055345012
245823_at	-1.972873383	0.122944799
245824_at	-1.018872906	0.334048897
245825_at	-0.078940193	0.849780521
245826_at	1.106690246	0.424399583
245827_at	1.231904373	0.357083881
245828_at	-0.466978338	0.032283135
245829_at	-0.488933322	0.708286285
245830_at	0.968162183	0.054156551
245831_at	-0.45301828	0.098360285
245832_at	0.0359656	0.810956529
245833_at	0.785179296	0.551583225
245834_at	-1.091037162	0.428438679
245835_at	0.027267598	0.979140361
245836_at	-2.790351574	0.394098271
245837_at	0.958744355	0.447344276
245838_at	0.308781017	0.317380518
245839_at	0.802422123	0.476241756
245840_at	1.152447847	0.010471169
245841_s_at	-0.27361256	0.010803567
245842_at	-0.481074898	0.75888487
245843_at	0.582156789	0.10316114
245844_at	-0.456274897	0.015186752
245845_at	0.039376843	0.884573116
245846_at	0.088738968	0.877282223
245847_at	-0.667637339	0.15068954
245848_at	-0.691851497	0.105237453
245849_at	-0.980003543	0.041366704
245850_at	-0.574998061	0.001124775
245851_at	-0.387518987	0.038867899
245852_at	0.767025755	0.167782525
245853_at	-0.119701018	0.545950301
245854_at	-0.190124725	0.431039029
245855_at	0.10914751	0.523104327
245856_at	-1.364702697	0.062943458
245857_at	-0.066915746	0.963967238
245858_at	-0.491880493	0.703342358
245859_at	-0.490684069	0.059135495
245860_at	-0.677346688	0.532154215
245861_at	0.656162139	0.194038427
245862_at	-0.301267061	0.00545967
245863_s_at	-0.409237169	0.070663081
245864_at	0.060806229	0.752740152
245865_at	-0.956247253	0.360397947
245866_s_at	1.286887958	0.005407245
245867_at	0.067249326	0.762610822
245868_at	0.097341584	0.585418192
245869_at	-0.602249686	0.07741415
245870_at	0.088072139	0.814492556
245871_at	0.411296675	0.344460704
245872_at	0.025565878	0.900692604
245873_at	-0.873474141	0.02707111
245874_at	-0.249967581	0.432298328
245875_at	-0.975792136	0.191341332
245876_at	0.976856637	0.185228259
245877_at	0.982762598	0.019442503
245878_at	-0.788954856	0.011812198
245879_at	-0.221614011	0.11573423
245880_at	-0.818339359	0.133737891
245881_at	0.052434788	0.782322022
245882_at	0.81368233	0.477402552
245883_at	-0.775176397	0.012936775
245884_at	-1.057365642	0.017339194
245885_at	0.160281094	0.030184039
245886_at	-0.823574632	0.033930894
245887_at	0.093913653	0.398201535
245888_at	-0.158296351	0.499303553
245889_at	-0.346931232	0.442693249
245890_at	0.080787443	0.953625395
245891_at	-0.433378807	0.351059506
245892_at	-1.577047743	0.323356123
245893_at	0.005320175	0.982127591
245894_at	0.133483814	0.631462714
245895_at	0.01422367	0.919103208
245896_at	-0.258346149	0.154504234
245897_at	-0.150938277	0.812955366
245898_at	-0.131356806	0.339234565
245899_at	0.185946266	0.422147884
245900_at	-0.363642744	0.048539309
245901_at	0.92433691	0.456447587
245902_at	0.403350613	0.349914678
245903_at	-0.250457434	0.417304968
245904_at	-0.362439338	0.144327923
245905_at	0.210569674	0.165632675
245906_at	0.337006021	0.205251802
245907_at	-0.342608015	0.769483273
245908_at	-1.76782417	0.142621219
245909_at	-0.059318626	0.771643406
245910_at	-0.194065302	0.272195881
245911_at	-0.489417929	0.050093627
245912_at	0.307167117	0.284140217
245913_at	0.094750085	0.595506191
245914_at	0.033321349	0.897851879
245915_s_at	-0.113476801	0.19756438
245916_at	-0.740442452	0.514546379
245917_at	-0.228370496	0.395905569
245918_at	-1.005618455	0.567993194
245919_at	-1.925940206	0.43551654
245920_at	-0.346887532	0.822375914
245921_at	-1.030023548	0.172484057
245922_at	0.318776316	0.859578336
245923_at	-1.360593452	0.29312456
245924_at	0.807882024	0.158133417
245925_at	0.147419706	0.238573452
245926_at	-0.373432547	0.225022219
245927_at	-1.423971186	0.214216936
245928_s_at	-0.736195087	0.157334607
245929_at	-0.318736008	0.265814072
245930_at	0.488284608	0.079757
245931_at	1.074936823	0.346795141
245932_at	-0.609928084	0.00980659
245933_at	-0.097548992	0.737406967
245934_at	-0.330062221	0.117713845
245935_at	-0.392140365	0.208478611
245936_at	0.46500659	0.10698238
245937_at	-0.275224868	0.022131292
245938_at	-0.509959483	0.011928961
245939_at	0.156917842	0.530281693
245940_at	0.166801479	0.237323286
245941_at	-0.308154852	0.134681062
245942_at	-1.06997889	0.349298056
245943_at	0.519960724	0.173185447
245944_at	-0.799991676	0.087995609
245945_at	-2.630663666	0.022852511
245946_at	0.505151207	0.601303742
245947_at	-0.194109108	0.54899017
245948_at	0.232287513	0.148213899
245949_at	-0.219024832	0.326472706
245950_at	-0.351832572	0.383069611
245951_at	0.220971406	0.203552385
245952_at	1.205511987	0.101634342
245953_at	-1.742104924	0.174631439
245954_at	-0.514953385	0.082552713
245955_at	-0.093610597	0.950923024
245956_s_at	-0.889036825	0.000337453
245957_at	-0.198771765	0.24558477
245958_at	-0.587419177	0.487257422
245959_at	-1.289071494	0.309786882
245960_at	-0.312447831	0.116455317
245961_at	-0.792513951	0.03804357
245962_at	0.575107488	0.598211481
245963_at	-0.028226726	0.87427805
245964_at	1.205409337	0.200203134
245965_at	-0.37748886	0.335103808
245966_at	-2.553561897	0.05537752
245967_at	-0.580885292	0.609882384
245968_at	-0.322512868	0.60590505
245969_at	-0.029831845	0.883306188
245970_at	0.021131505	0.987800323
245971_at	-0.485427552	0.006741803
245972_at	-0.389644083	0.040267277
245973_at	-0.669401965	0.740547398
245974_at	-2.983452477	0.017263608
245975_at	-0.130887875	0.37858612
245976_at	-0.14211227	0.527271723
245977_at	-0.176855587	0.333032645
245978_at	0.3822131	0.763017646
245979_at	-0.834373396	0.073614472
245980_at	1.860039053	0.01839434
245981_at	0.168169584	0.22940465
245982_at	0.378687749	0.092183161
245983_at	-0.381987108	0.074416161
245984_at	0.210067532	0.213798546
245985_at	0.686330193	0.054323674
245986_at	-0.025531795	0.803771102
245987_at	-0.541742498	0.021093692
245988_at	-0.031225266	0.768713952
245989_s_at	-0.449985469	0.027140528
245990_at	-0.526203898	0.17392472
245991_at	-0.463839145	0.085335606
245992_at	-0.681781974	0.187005589
245993_at	-0.187447546	0.518513725
245994_at	1.050668641	0.392670329
245995_at	-0.678323799	0.216133603
245996_at	-0.746015967	0.583403737
245997_at	-1.18945477	0.06577144
245998_at	0.029083025	0.888988487
245999_at	0.021938112	0.863077502
246000_at	-0.17476461	0.526135893
246001_at	2.6057777	0.028243322
246002_at	1.736487188	0.165656563
246003_at	0.51822638	0.159228498
246004_at	1.161692993	0.240346345
246005_at	-0.313526099	0.141521015
246006_at	-0.070354996	0.532985219
246007_at	0.996561778	0.06044252
246008_at	0.128992328	0.220751703
246009_at	-0.174767815	0.455306924
246010_at	-0.164849175	0.583692128
246011_at	0.305573808	0.307591737
246012_at	-0.365744322	0.300950258
246013_at	-0.305223826	0.891287699
246014_at	0.429146035	0.623889227
246015_at	0.000706914	0.994412057
246016_at	-0.729018664	0.039382177
246017_at	-0.050276549	0.698091974
246018_at	0.347713604	0.066120574
246019_at	0.524586551	0.138276337
246020_at	0.094827167	0.660523569
246021_at	-0.209652279	0.826501405
246022_at	-2.430137001	0.100569933
246023_at	-1.444188469	0.207147835
246024_at	-0.355479353	0.768680688
246025_at	-0.103262472	0.949803827
246026_at	-0.143938001	0.530649711
246027_at	0.445228633	0.089250881
246028_at	-0.109735839	0.547398447
246029_at	0.022293302	0.851145142
246030_at	0.178735039	0.428526302
246031_at	-0.508212549	0.009274312
246032_s_at	-3.097862649	0.003740609
246033_at	0.401279283	0.240247984
246034_at	-0.161043483	0.495174812
246035_at	-0.293887431	0.038470154
246036_at	-0.297471554	0.368183312
246037_at	-0.409993391	0.091964381
246038_s_at	0.042805739	0.92339228
246039_at	-0.209885039	0.41176579
246040_at	0.519223138	0.06676202
246041_at	0.911005116	0.018690895
246042_at	-0.144778114	0.298214243
246043_at	-0.266340185	0.266697689
246044_at	-0.351876114	0.002842593
246045_at	0.425309703	0.05466563
246046_at	0.862698857	0.502179417
246047_at	0.219675525	0.815817829
246048_at	1.033542584	0.487314374
246049_at	-0.784840823	0.503602818
246050_s_at	-0.249128392	0.063461153
246051_at	0.699941041	0.015843685
246052_at	-0.144722272	0.743200831
246053_at	0.694630773	0.004499508
246054_at	-0.077106562	0.852551793
246055_at	-0.359630225	0.197496533
246056_at	-0.225835917	0.34176186
246057_at	0.14178591	0.392495971
246058_at	-0.059220844	0.375304857
246059_at	-0.540977131	0.005445245
246060_at	-0.590672898	0.079523019
246061_at	-0.48545389	0.036736087
246062_at	0.126622124	0.447108031
246063_at	-0.533922021	0.047363843
246064_at	-0.220177112	0.080692167
246065_at	-0.417257914	0.704241741
246066_at	-0.573482556	0.133283818
246067_at	-1.089002918	0.288609373
246068_at	-0.110862835	0.138095186
246069_at	0.984532052	0.010972396
246070_at	-0.154492435	0.055057609
246071_at	0.314917143	0.230591954
246072_at	0.019972063	0.953329924
246073_at	0.093590129	0.014092304
246074_at	0.121090079	0.300333744
246075_at	1.193383417	0.124582798
246076_at	0.667600079	0.067131608
246077_at	0.227346926	0.825300787
246078_s_at	-0.849812922	0.047084871
246079_at	-0.19709587	0.464993781
246080_at	1.123055794	0.459586429
246081_s_at	-0.913649048	0.081719642
246082_at	0.752883873	0.134059882
246083_at	-0.146595824	0.459957702
246084_at	0.081675032	0.736185389
246085_at	-0.310872039	0.416508442
246086_at	-0.702281129	0.613152011
246087_at	-0.0363976	0.6035252
246088_at	-0.480217697	0.137444123
246089_at	0.128089066	0.571009523
246090_at	0.025247389	0.723970907
246091_at	-0.104436088	0.681169741
246092_at	0.006468554	0.957962943
246093_at	-0.203663053	0.050060184
246094_at	-0.201662701	0.068542766
246095_at	-0.711274471	0.015935669
246096_at	-1.468752699	0.258126074
246097_at	0.441023483	0.267395003
246098_at	-0.213418474	0.294126448
246099_at	0.832583787	0.003165731
246100_at	-1.031014205	0.552567078
246101_at	0.052522493	0.95920788
246102_at	0.651963179	0.495165965
246103_at	-0.085005177	0.630469247
246104_at	-0.029498948	0.948201406
246105_at	-1.406721901	0.089625202
246106_at	-0.655719225	0.562105143
246107_at	-0.207930426	0.644520261
246108_at	0.914566072	0.002906604
246109_at	0.161142755	0.151903866
246110_at	0.870051454	0.202193682
246111_at	-0.400851443	0.044582863
246112_at	-0.046319313	0.800410897
246113_at	0.064284103	0.888497597
246114_at	-0.093315074	0.454040346
246115_at	-0.387650112	0.023078761
246116_at	-1.031298882	0.406451368
246117_at	-0.312695323	0.027001678
246118_at	0.142548678	0.942927747
246119_at	-0.118846175	0.612346816
246120_at	-0.071899211	0.738692174
246121_at	-0.791766142	0.579280965
246122_at	0.462075614	0.140319364
246123_at	-0.816955154	0.665552201
246124_at	-0.154193873	0.504897735
246125_at	-0.180494032	0.334959538
246126_at	-0.16695764	0.291843553
246127_s_at	-0.658601998	0.576111758
246128_at	-2.250755897	0.015527431
246129_at	0.498225509	0.574417015
246130_at	-0.831709359	0.553457643
246131_at	-0.104223683	0.375322053
246132_at	0.915878819	0.485970986
246133_at	-0.132809506	0.641039632
246134_at	-0.506498481	0.004318037
246135_at	-0.374319285	0.074277604
246136_at	0.000706954	0.998980836
246137_at	-0.288777971	0.871616063
246138_at	-0.573620763	0.223233101
246139_at	-0.138979055	0.551770839
246140_at	-0.509632451	0.066557446
246141_at	-0.176539627	0.844122527
246142_at	-0.012724709	0.981590394
246143_at	-0.843238196	0.004623061
246144_at	-0.228604624	0.224695776
246145_at	-0.274322949	0.729914908
246146_at	0.314575908	0.254714431
246147_s_at	-0.188395797	0.058035917
246148_at	-0.056196829	0.743984086
246149_at	-0.459141547	0.229840641
246150_at	-0.372848657	0.064505884
246151_at	-0.334995734	0.290376186
246152_at	0.108478703	0.679470752
246153_s_at	0.163753011	0.322186835
246154_at	1.220136583	0.018334284
246155_at	0.336395769	0.294792517
246156_at	-0.008966827	0.863603318
246157_at	-0.490371829	0.043454115
246158_at	0.794237263	0.033496226
246159_at	1.417090489	0.148248111
246160_at	-0.199296408	0.407332387
246161_at	0.278055127	0.275858668
246162_at	-0.299970292	0.079430796
246163_at	0.362949835	0.445327821
246164_at	0.728967266	0.492746751
246165_at	0.578993536	0.464281445
246166_at	-1.379141786	0.258363917
246167_at	0.046704446	0.971326092
246168_at	0.038297706	0.978911237
246169_at	-0.055865161	0.73026119
